cocktail_name,alcoholic,category,cocktail_image,cocktail_glass,iba,instructions,ingredient_1_name,ingredient_1_id,ingredient_2_name,ingredient_2_id,ingredient_3_name,ingredient_3_id,ingredient_4_name,ingredient_4_id,ingredient_5_name,ingredient_5_id,ingredient_6_name,ingredient_6_id,measure_1,measure_2,measure_3,measure_4,measure_5,measure_6
Tennesee Mud,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,Coffee Mug,,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee,81,Jack Daniels,149,Amaretto,12,Whipped cream,275,,null,,null,8 oz,4 oz,4 oz,"
","
","
"
501 Blue,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1461867097.jpg,Collins Glass,,Mix equal amounts into a glass with ice.,Blue Curacao,44,Blueberry schnapps,45,Vodka,273,Sour mix,241,7-Up,2,,null,"
","
","
","
","
","
"
Jelly Bean,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,Cordial glass,,mix equal parts in pony glass-tastes just like a jelly bean!,Blackberry brandy,40,Anis,16,,null,,null,,null,,null,1 oz,1 oz,,,,
Lemon Shot,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Shot glass,,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",Galliano,124,Absolut Citron,4,Lemon,160,Sugar,254,151 proof rum,1,,null,1/2 oz,1/2 oz," wedge
",Bacardi,,
Screwdriver,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Highball glass,Unforgettables,Mix in a highball glass with ice. Garnish and serve.,Vodka,273,Orange juice,195,,null,,null,,null,,null,2 oz,,,,,
Avalanche,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,Highball glass,,"Mix in highball glass over ice, shake well.",Crown Royal,100,Kahlua,153,Cream,94,,null,,null,,null,1 shot,1 shot,Fill with,,,
Kiwi Lemon,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Highball glass,,Mix in highball glass. Stirr. Garnish with slice of kiwi.,Kiwi liqueur,156,Bitter lemon,37,Ice,145,,null,,null,,null,1 part,2 parts," cubes
","
","
","
"
Auburn Headbanger,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/vw7iv91493067320.jpg,Shot glass,,Mix in spread glass over ice. Strain and pour in shot glass. Sit down before shotting. ENJOY!!,Jägermeister,150,Goldschlager,130,,null,,null,,null,,null,1 oz,1 oz,,,,
Kiss me Quick,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Highball glass,,Mix in the glass,Cranberry vodka,93,Apfelkorn,20,Schweppes Russchian,234,Apple juice,24,Ice,145,,null,4 cl,2 cl,7 cl,8 cl," cubes
","
"
Grim Reaper,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg,Old-fashioned glass,,Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.,Kahlua,153,151 proof rum,1,Grenadine,138,,null,,null,,null,1 oz,1 oz Bacardi,1 dash,,,
Zippy's Revenge,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/1sqm7n1485620312.jpg,Old-fashioned glass,,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,Amaretto,12,Rum,229,Kool-Aid,157,,null,,null,,null,2 oz,2 oz,4 oz Grape,,,
Shark Attack,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Pitcher,,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Lemonade,165,Water,274,Vodka,273,,null,,null,,null,1 can,3 cans,1 1/2 cup,,,
Gin Toddy,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/l9gi5h1504820724.jpg,Old-fashioned glass,,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Gin,125,Water,274,Powdered sugar,221,Lemon peel,162,,null,,null,2 oz,2 tsp,1/2 tsp,1 twist of,,
Zambeer,Alcoholic,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,Collins Glass,,Mix sambuca with rootbeer and stir. Add ice,Sambuca,232,Root beer,228,Ice,145,,null,,null,,null,1 1/2 oz,Add 10 oz," cubes
","
","
","
"
Irish Cream,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg,Irish coffee cup,,Mix scotch and milk. Add half-and-half. Add rest.,Scotch,235,Half-and-half,140,Condensed milk,86,Coconut syrup,80,Chocolate syrup,70,,null,1 cup,1 1/4 cup,1 can sweetened,3 drops,1 tblsp,
Rail Splitter,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,Highball glass,,Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.,Sugar syrup,255,Lemon juice,161,Ginger ale,127,,null,,null,,null,2 tsp,"
",,,,
Egg Cream,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,Coffee mug,,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",Chocolate syrup,70,Milk,185,Soda water,240,,null,,null,,null,2 tblsp,6 oz whole,6 oz,,,
A midsummernight dream,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Collins Glass,,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",Vodka,273,Kirschwasser,154,Strawberry liqueur,246,Strawberries,245,Schweppes Russchian,234,,null,2 oz,1 oz,1 tsp,5,"
","
"
Absolutely Fabulous,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/abcpwr1504817734.jpg,Champagne flute,,Mix the Vodka and Cranberry juice together in a shaker and strain into a glass. Top up with Champagne.,Vodka,273,Cranberry Juice,92,Champagne,62,,null,,null,,null,1 shot,2 shots,Top up with,"
","
","
"
H.D.,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Beer mug,,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,Whisky,278,Bailey's irish cream,30,Coffee,81,,null,,null,,null,4 cl,8 cl,"
","
","
","
"
Zenmeister,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,Collins Glass,,Mix together and enjoy,Jägermeister,150,Root beer,228,,null,,null,,null,,null,1/2 oz,1/2 oz,,,,
Absinthe #2,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Jar,,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",Vodka,273,Sugar,254,Anise,17,Licorice root,166,Wormwood,284,,null,1 bottle,50 gr,50 ml pure,1 tblsp,1,
Iced Coffee Fillip,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg,Coffee mug,,Mix together in a coffee mug and chill before serving.,Kahlua,153,Coffee,81,,null,,null,,null,,null,2 tsp,Strong cold,,,,
Amaretto Sunrise,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Collins Glass,,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,Amaretto,12,Orange juice,195,Grenadine,138,,null,,null,,null,1 cl,4 oz,1/4 cl,,,
Frappé,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,Highball Glass,,"Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing.",Coffee,81,Milk,185,Sugar,254,,null,,null,,null,1/2 cup black,1/2 cup,1-2 tsp,,,
Absolut Stress #2,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg,Collins Glass,,Mix well. Garnish with Orange and Cherry. Enjoy,Absolut Vodka,7,Peach schnapps,207,Coconut liqueur,77,Cranberry juice,92,Pineapple juice,216,,null,1 1/2 oz,1/2 oz,1/2 oz,1 1/2 oz,1 1/2 oz,
Wine Cooler,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,Collins Glass,,Mix wine and soft drink. Pour into glass. Add ice.,Red wine,226,Lemon-lime soda,164,Ice,145,,null,,null,,null,2 oz white or,5 oz," cubes
","
","
","
"
Nuked Hot Chocolate,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,Coffee mug,,"Mix with a bit of milk (1 oz or so) in coffee mug. Nuke mug for about 30-50 seconds. Stir until the heated cocoa dissolves. Fill mug with milk. Nuke for 1-2 minutes, depending on wattage and preferences as to burnt mouth parts.",Cocoa powder,76,Sugar,254,Vanilla extract,269,Milk,185,,null,,null,2 tsp,1 tsp,1/2 tsp,12 oz,,
Pina Colada,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,Collins glass,Contemporary Classics,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",Light rum,168,Coconut milk,78,Pineapple,215,,null,,null,,null,3 oz,3 tblsp,3 tblsp,,,
Absolut Evergreen,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,Collins Glass,,"Mix, pour over ice and top up with Bitter Lemon.",Absolut Citron,4,Pisang Ambon,218,Ice,145,Bitter lemon,37,,null,,null,2/3 part,1/3 part," cubes
","
","
","
"
Afterglow,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vuquyv1468876052.jpg,Highball Glass,,Mix. Serve over ice.,Grenadine,138,Orange juice,195,Pineapple juice,216,,null,,null,,null,1 part,4 parts,4 parts,,,
Mojito,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/rxtqps1478251029.jpg,Highball glass,Contemporary Classics,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,Light rum,168,Lime,170,Sugar,254,Mint,186,Soda water,240,,null,2-3 oz,Juice of 1,2 tsp,2-4,,
Gin Smash,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/hp41fi1504883656.jpg,Old-fashioned glass,,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Gin,125,Carbonated water,56,Sugar,254,Mint,186,Orange,192,Cherry,64,2 oz,1 oz,1 cube,4,1 slice,1
Dark Caipirinha,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,Highball glass,,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",demerara Sugar,105,Lime,170,Cachaca,51,,null,,null,,null,2 tsp,1,2 1/2 oz,,,
Red Snapper,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Old-fashioned glass,,"One shot each, shake n shoot",Crown Royal,100,Amaretto,12,Cranberry juice,92,,null,,null,,null,1 shot,1 shot,1 shot,,,
Limona Corona,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Beer Glass,,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",Corona,90,Bacardi Limon,29,,null,,null,,null,,null,1 bottle,1 oz,,,,
Caribbean Orange Liqueur,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,Collins Glass,,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",Orange,192,Vodka,273,Sugar,254,,null,,null,,null,3 large,3 cups,1 1/3 cup superfine,,,
Whitecap Margarita,Alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Margarita/Coupette glass,,Place all ingredients in a blender and blend until smooth. This makes one drink.,Ice,145,Tequila,262,Cream of coconut,95,Lime juice,171,,null,,null,1 cup,2 oz,1/4 cup,3 tblsp fresh,,
Apple Karate,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Apple juice,24,Carrot,58,,null,,null,,null,,null,2 cups,1 large,,,,
Fruit Flip-Flop,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Yoghurt,286,Fruit juice,122,,null,,null,,null,,null,1 cup,1 cup,,,,
Just a Moonmint,Non alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Milk,185,Chocolate syrup,70,Mint syrup,187,,null,,null,,null,2 cups,"
","
","
","
","
"
Strawberry Shivers,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,Highball glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Strawberries,245,Honey,142,Water,274,,null,,null,,null,1 1/2 cup,4 tsp,1/2 cup,,,
Sweet Bananas,Non alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Milk,185,Banana,32,Honey,142,,null,,null,,null,2 cups,1,1 tblsp,,,
Tomato Tang,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,Highball glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Tomato juice,264,Lemon juice,161,Celery salt,60,,null,,null,,null,2 cups,1-2 tblsp,1 dash,,,
Yoghurt Cooler,Non alcoholic,Other,http://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",Yoghurt,286,Fruit,121,Ice,145,,null,,null,,null,1 cup,1 cup,"
","
","
","
"
Arizona Stingers,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,Hurricane glass,,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,Absolut Vodka,7,Iced tea,146,,null,,null,,null,,null,2 shots,12 oz lemon,,,,
Caipirinha,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xyrppt1469090521.jpg,Old-fashioned glass,Contemporary Classics,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,Sugar,254,Lime,170,Cachaca,51,,null,,null,,null,2 tsp,1,2 1/2 oz,,,
Snowball,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Highball glass,,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,Advocaat,8,Lemonade,165,Lemon,160,Ice,145,,null,,null,1 1/2 oz,8-10 oz cold,1 slice," cubes
","
","
"
Orangeade,Non alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,Highball glass,,"Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",Lemon juice,161,Orange juice,195,Sugar syrup,255,Soda water,240,,null,,null,5 cl,15 cl,2-3 cl,"
","
","
"
Old Fashioned,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,Old-fashioned glass,Unforgettables,"Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.
Fill the glass with ice cubes and add whiskey.

Garnish with orange twist, and a cocktail cherry.",Bourbon,46,Angostura bitters,15,Sugar,254,Water,274,,null,,null,4.5 cL,2 dashes,1 cube,dash,,
Cranberry Cordial,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,Collins Glass,,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",Cranberries,91,Sugar,254,Light rum,168,,null,,null,,null,1/2 kg chopped,3/4 L,1/2 L,,,
Thai Coffee,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,Highball glass,,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Coffee,81,Coriander,87,Cardamom,57,Sugar,254,Whipping cream,276,Ice,145,6 tblsp ground,1/4 tsp,4-5 whole green,,,
ACID,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg,Shot glass,,Poor in the 151 first followed by the 101 served with a Coke or Dr Pepper chaser.,151 proof rum,1,Wild Turkey,281,,null,,null,,null,,null,1 oz Bacardi,1 oz,,,,
Cream Soda,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Highball glass,,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,Spiced rum,243,Ginger ale,127,,null,,null,,null,,null,1 oz,"
","
","
","
","
"
69 Special,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Collins Glass,,"Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up.",Gin,125,7-Up,2,Lemon juice,161,,null,,null,,null,2 oz dry,4 oz,0.75 oz,,,
Zizi Coin-coin,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/0fbo2t1485620752.jpg,Margarita/Coupette glass,,"Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.",Cointreau,85,Lemon juice,161,Ice,145,Lemon,160,,null,,null,5 cl,2 cl," cubes
"," or lime
","
","
"
Mocha-Berry,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,Irish coffee cup,,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",Coffee,81,Chambord raspberry liqueur,61,Cocoa powder,76,Whipped cream,275,,null,,null,6 oz,2 oz,2 tblsp,"
","
","
"
Kurant Tea,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Champagne flute,,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",Absolut Kurant,5,Tea,260,Sugar,254,,null,,null,,null,4 cl,Turkish apple," (if needed)
","
","
","
"
Apricot punch,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Punch bowl,,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,Apricot brandy,27,Champagne,62,Vodka,273,7-Up,2,Orange juice,195,,null,1 qt,4 fifth,1 fifth,4 L,1/2 gal,
Alabama Slammer,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qtwxwr1483387647.jpg,Highball glass,,"Pour all ingredients (except for lemon juice) over ice in a highball glass. Stir, add a dash of lemon juice, and serve.",Southern Comfort,242,Amaretto,12,Sloe gin,239,Lemon juice,161,,null,,null,1 oz,1 oz,1/2 oz,1 dash,,
Irish Spring,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg,Collins glass,,"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve.",Irish whiskey,148,Peach brandy,205,Orange juice,195,Sweet and sour,257,Orange,192,Cherry,64,1 oz,1/2 oz,1 oz,1 oz,1 slice,1
John Collins,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,Collins glass,,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,Bourbon,46,Lemon juice,161,Sugar,254,Club soda,74,Maraschino cherry,179,Orange,192,2 oz,1 oz,1 tsp superfine,3 oz,1,1
French Connection,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Old-fashioned glass,Contemporary Classics,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Cognac,84,Amaretto,12,,null,,null,,null,,null,1 1/2 oz,3/4 oz,,,,
Godfather,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r74uz51504368928.jpg,Old-fashioned glass,Contemporary Classics,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Scotch,235,Amaretto,12,,null,,null,,null,,null,1 1/2 oz,3/4 oz,,,,
Bruised Heart,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,Shot glass,,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",Vodka,273,Chambord raspberry liqueur,61,Peachtree schnapps,209,Cranberry juice,92,,null,,null,1/2 oz,1/2 oz,1/2 oz,1/2 oz,,
Cosmopolitan Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,Cocktail Glass,,"Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",Cointreau,85,Vodka,273,Lime,170,Cranberry juice,92,,null,,null,1/2 oz,1 oz,Juice of 1/2,1 splash,,
A1,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,Cocktail glass,,"Pour all ingredients into a cocktail shaker, mix and serve over ice into a chilled glass.",Gin,125,Grand Marnier,132,Lemon Juice,161,Grenadine,138,,null,,null,1 3/4 shot,1 Shot,1/4 Shot,1/8 Shot,"
","
"
Derby,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,Cocktail glass,Unforgettables,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,gin,125,Peach Bitters,204,Mint,186,,null,,null,,null,6 cl,2 dashes,2 Fresh leaves,,,
National Aquarium,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,Collins Glass,,Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.,Rum,229,Vodka,273,Gin,125,Blue Curacao,44,Sour mix,241,Lemon-lime soda,164,1/2 oz,1/2 oz,1/2 oz,1/2 oz,2 oz,1 splash
Hemingway Special,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,Cocktail glass,Contemporary Classics,Pour all ingredients into a shaker with ice. Shake.,Rum,229,Grapefruit Juice,135,Maraschino Liqueur,180,Lime Juice,171,,null,,null,12 parts,8 parts,3 parts,3 parts,,
Singapore Sling,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tvtrrt1439906288.jpg,Hurricane glass,Contemporary Classics,Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,Cherry brandy,65,Grenadine,138,Gin,125,Sweet and sour,257,Carbonated water,56,Cherry,64,1/2 oz,1/2 oz,1 oz,2 oz,,
Sidecar,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Cocktail glass,Unforgettables,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,Cognac,84,Cointreau,85,Lemon juice,161,,null,,null,,null,2 oz,1/2 oz,1 oz,,,
Between The Sheets,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/of1rj41504348346.jpg,Cocktail glass,Unforgettables,"Pour all ingredients into shaker with ice cubes, shake, strain into chilled cocktail glass.",Brandy,47,Light rum,168,Triple sec,266,Lemon juice,161,,null,,null,1 oz,1 oz,1 oz,1 oz,,
French Martini,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Cocktail glass,New Era Drinks,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,Vodka,273,Raspberry Liqueur,223,pineapple juice,216,,null,,null,,null,4.5 cl,1.5 cl,1.5 cl,,,
Banana Daiquiri,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/k1xatq1504389300.jpg,Champagne flute,,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Light rum,168,Triple sec,266,Banana,32,Lime juice,171,Sugar,254,Cherry,64,1 1/2 oz,1 tblsp,1,1 1/2 oz,1 tsp,1
Daiquiri,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,Cocktail glass,,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,Light rum,168,Lime,170,Powdered sugar,221,,null,,null,,null,1 1/2 oz,Juice of 1/2,1 tsp,,,
